,brand,model,year,age,mileage,mileage_per_year,engine_size,fuel_type,transmission,condition,condition_score,owner_count,color,body_type,is_luxury,mpg_estimate,price_usd,price_local,price_category,market_segment,depreciation_rate,value_retention,insurance_estimate,power_to_weight_ratio,regional_factor,source,price_inr
380,Honda,Accord,2015,9,5401,600.1111111111111,1.2,Petrol,Automatic,Fair,2,5,Silver,Hatchback,0,36.2,12937,12937.0,Mid-Range,Economy,0.5818275850922843,0.4181724149077157,607,0.0244897959183673,1.0,Dataset1_Kaggle_Style,1060834
381,Honda,Ridgeline,2009,15,3173,211.53333333333333,3.5,Diesel,Automatic,Good,3,0,Gray,Hatchback,0,40.0,24776,24776.0,Mid-Range,Mid-Market,0.5476851175697386,0.4523148824302614,690,0.0636363636363636,1.0,Dataset1_Kaggle_Style,2031632
382,Ford,Escape,2022,2,2634,1317.0,1.8,Petrol,Automatic,Good,3,4,Green,Wagon,0,39.8,17771,17771.0,Mid-Range,Economy,0.1837306508658307,0.8162693491341693,1058,0.0428571428571428,1.0,Dataset1_Kaggle_Style,1457222
383,Chevrolet,Silverado,2022,2,23913,11956.5,4.0,Diesel,Automatic,Excellent,4,3,Black,Wagon,0,31.0,28929,28929.0,Premium,Mid-Market,0.1214734732302833,0.8785265267697167,1296,0.0952380952380952,1.0,Dataset1_Kaggle_Style,2372178
384,BMW,3 Series,2018,6,20566,3427.6666666666665,3.0,Diesel,Automatic,Fair,2,4,Brown,Sedan,1,36.0,33528,33528.0,Premium,Luxury,0.2635740643120716,0.7364259356879284,1386,0.0652173913043478,1.0,Dataset1_Kaggle_Style,2749296
385,Audi,Q7,2014,10,63281,6328.1,2.0,Diesel,Automatic,Fair,2,3,Green,Sedan,1,38.0,25186,25186.0,Premium,Mid-Market,0.4426149692382596,0.5573850307617404,900,0.04,1.0,Dataset1_Kaggle_Style,2065252
386,Mercedes,E-Class,2007,17,67899,3994.058823529412,2.7,Diesel,Automatic,Good,3,0,White,Coupe,1,34.6,38532,38532.0,Premium,Luxury,0.4687586168863398,0.5312413831136602,963,0.0473684210526315,1.0,Dataset1_Kaggle_Style,3159624
387,Ford,F-150,2013,11,2609,237.1818181818182,2.7,Petrol,Automatic,Excellent,4,1,Blue,Wagon,0,35.2,21655,21655.0,Mid-Range,Mid-Market,0.5039514374069407,0.4960485625930593,642,0.0529411764705882,1.0,Dataset1_Kaggle_Style,1775710
388,Nissan,Maxima,2007,17,12495,735.0,2.4,Petrol,Automatic,Fair,2,3,Black,SUV,0,36.4,14800,14800.0,Mid-Range,Economy,0.6967213114754098,0.3032786885245901,624,0.0421052631578947,1.0,Dataset1_Kaggle_Style,1213600
389,Chevrolet,Equinox,2015,9,16028,1780.888888888889,1.8,Petrol,Automatic,Fair,2,3,Green,Sedan,0,37.8,13430,13430.0,Mid-Range,Economy,0.5727012408526886,0.4272987591473114,646,0.036734693877551,1.0,Dataset1_Kaggle_Style,1101260
390,Audi,A4,2016,8,39660,4957.5,1.2,Petrol,Automatic,Good,3,5,Silver,Convertible,1,33.2,35844,35844.0,Premium,Luxury,0.3086181621788442,0.6913818378211558,993,0.025,1.0,Dataset1_Kaggle_Style,2939208
391,Volkswagen,Jetta,2016,8,7804,975.5,3.5,Hybrid,Manual,Good,3,3,Blue,SUV,0,35.5,36489,36489.0,Premium,Mid-Market,0.3048257730191087,0.6951742269808913,827,0.0729166666666666,1.0,Dataset1_Kaggle_Style,2992098
392,Chevrolet,Cruze,2007,17,7190,422.9411764705882,3.5,Diesel,Manual,Fair,2,0,Silver,Coupe,0,32.0,16091,16091.0,Mid-Range,Economy,0.6787646483400211,0.3212353516599788,690,0.0614035087719298,1.0,Dataset1_Kaggle_Style,1319462
393,Honda,Ridgeline,2011,13,143932,11071.692307692309,1.8,Petrol,Automatic,Excellent,4,2,Silver,Hatchback,0,26.8,13215,13215.0,Mid-Range,Economy,0.6630116027030473,0.3369883972969527,588,0.0339622641509433,1.0,Dataset1_Kaggle_Style,1083630
394,Nissan,Sentra,2018,6,81533,13588.833333333334,5.0,Petrol,Automatic,Good,3,3,Black,Coupe,0,23.0,30508,30508.0,Premium,Mid-Market,0.2822998023901383,0.7177001976098617,1092,0.108695652173913,1.0,Dataset1_Kaggle_Style,2501656
395,Ford,F-150,2015,9,9962,1106.888888888889,2.4,Hybrid,Manual,Excellent,4,0,Brown,SUV,0,47.8,30352,30352.0,Premium,Mid-Market,0.3722700198544011,0.6277299801455989,686,0.0489795918367346,1.0,Dataset1_Kaggle_Style,2488864
396,Mercedes,GLE,2011,13,26091,2007.0,5.0,Petrol,Automatic,Excellent,4,5,White,Hatchback,1,16.0,48132,48132.0,Premium,Luxury,0.3507257324772028,0.6492742675227972,1170,0.0943396226415094,1.0,Dataset1_Kaggle_Style,3946824
397,BMW,X5,2014,10,21973,2197.3,5.0,Diesel,Manual,Fair,2,5,Brown,Coupe,1,36.0,37552,37552.0,Premium,Luxury,0.3475118154017237,0.6524881845982763,1170,0.1,1.0,Dataset1_Kaggle_Style,3079264
398,Audi,Q7,2015,9,78272,8696.888888888889,2.4,Petrol,Automatic,Good,3,1,Green,Coupe,1,26.4,43928,43928.0,Premium,Luxury,0.2906601214313395,0.7093398785686604,1029,0.0489795918367346,1.0,Dataset1_Kaggle_Style,3602096
399,Audi,A4,2019,5,35689,7137.8,4.0,Petrol,Manual,Fair,2,3,Silver,SUV,1,24.0,41595,41595.0,Premium,Luxury,0.1938172303517782,0.8061827696482218,1620,0.0888888888888888,1.0,Dataset1_Kaggle_Style,3410790
400,Ford,Explorer,2023,1,6839,6839.0,1.2,Hybrid,Automatic,Good,3,2,Gray,Sedan,0,48.4,21652,21652.0,Mid-Range,Mid-Market,0.0845594452900388,0.9154405547099612,1048,0.0292682926829268,1.0,Dataset1_Kaggle_Style,1775464
401,Honda,Fit,2020,4,67160,16790.0,2.4,Petrol,Automatic,Fair,2,0,Brown,Convertible,0,25.4,29183,29183.0,Premium,Mid-Market,0.2151520856305301,0.7848479143694699,998,0.0545454545454545,1.0,Dataset1_Kaggle_Style,2393006
402,Volkswagen,Tiguan,2016,8,25282,3160.25,2.0,Diesel,Automatic,Good,3,1,Brown,Coupe,0,39.0,33797,33797.0,Premium,Mid-Market,0.3213044962547945,0.6786955037452055,720,0.0416666666666666,1.0,Dataset1_Kaggle_Style,2771354
403,Ford,Mustang,2022,2,15253,7626.5,2.4,Hybrid,Manual,Excellent,4,2,Black,Convertible,0,43.8,34475,34475.0,Premium,Mid-Market,0.1039636127355425,0.8960363872644574,1123,0.0571428571428571,1.0,Dataset1_Kaggle_Style,2826950
404,Nissan,Sentra,2017,7,23540,3362.8571428571427,4.0,Diesel,Automatic,Fair,2,1,Brown,Wagon,0,40.0,20846,20846.0,Mid-Range,Mid-Market,0.4017677782241864,0.5982322217758136,935,0.0851063829787234,1.0,Dataset1_Kaggle_Style,1709372
405,Volkswagen,Golf,2009,15,34433,2295.5333333333333,2.7,Diesel,Automatic,Excellent,4,2,Gray,Wagon,0,37.6,24681,24681.0,Mid-Range,Mid-Market,0.5486366379546825,0.4513633620453174,642,0.049090909090909,1.0,Dataset1_Kaggle_Style,2023842
406,BMW,X1,2008,16,21012,1313.25,1.6,Petrol,Automatic,Good,3,4,Gray,SUV,1,39.6,29433,29433.0,Premium,Mid-Market,0.5208926798300588,0.4791073201699412,864,0.0285714285714285,1.0,Dataset1_Kaggle_Style,2413506
407,BMW,3 Series,2018,6,13847,2307.833333333333,1.0,Diesel,Automatic,Good,3,4,Green,SUV,1,43.0,46023,46023.0,Premium,Luxury,0.206814539062096,0.793185460937904,1134,0.0217391304347826,1.0,Dataset1_Kaggle_Style,3773886
408,Nissan,Altima,2012,12,25416,2118.0,2.7,Diesel,Automatic,Excellent,4,4,Silver,Sedan,0,39.6,22874,22874.0,Mid-Range,Mid-Market,0.5120109228996885,0.4879890771003115,642,0.0519230769230769,1.0,Dataset1_Kaggle_Style,1875668
409,Volkswagen,Beetle,2013,11,967,87.9090909090909,2.7,Electric,Manual,Excellent,4,1,Green,Hatchback,0,133.0,30826,30826.0,Premium,Mid-Market,0.4164615908832771,0.5835384091167228,642,0.0529411764705882,1.0,Dataset1_Kaggle_Style,2527732
410,Honda,Civic,2023,1,74029,74029.0,1.4,Diesel,Manual,Fair,2,4,Gray,Convertible,0,43.2,21472,21472.0,Mid-Range,Mid-Market,0.0852079072937969,0.9147920927062032,1071,0.0341463414634146,1.0,Dataset1_Kaggle_Style,1760704
411,Volkswagen,Golf,2007,17,9373,551.3529411764706,1.4,Diesel,Automatic,Good,3,0,Green,Coupe,0,37.2,19273,19273.0,Mid-Range,Economy,0.6382219886246316,0.3617780113753683,564,0.0245614035087719,1.0,Dataset1_Kaggle_Style,1580386
412,Hyundai,Sonata,2009,15,2244,149.6,1.8,Petrol,Automatic,Good,3,0,Blue,Hatchback,0,26.8,15074,15074.0,Mid-Range,Economy,0.6655721702089896,0.3344278297910104,588,0.0327272727272727,1.0,Dataset1_Kaggle_Style,1236068
413,Hyundai,Elantra,2022,2,53022,26511.0,1.4,Diesel,Automatic,Good,3,4,White,Wagon,0,40.2,18178,18178.0,Mid-Range,Economy,0.1803589142393362,0.8196410857606637,1015,0.0333333333333333,1.0,Dataset1_Kaggle_Style,1490596
414,BMW,7 Series,2005,19,74346,3912.947368421053,1.8,Diesel,Automatic,Good,3,2,Silver,Wagon,1,42.4,18938,18938.0,Mid-Range,Economy,0.6673926024798904,0.3326073975201096,882,0.0305084745762711,1.0,Dataset1_Kaggle_Style,1552916
415,Toyota,Corolla,2012,12,84054,7004.5,2.7,Diesel,Automatic,Fair,2,2,Gray,Convertible,0,41.6,21867,21867.0,Mid-Range,Mid-Market,0.5232520112499183,0.4767479887500817,642,0.0519230769230769,1.0,Dataset1_Kaggle_Style,1793094
416,Chevrolet,Silverado,2023,1,34012,34012.0,1.0,Petrol,Manual,Fair,2,1,White,Convertible,0,33.0,18815,18815.0,Mid-Range,Economy,0.0960845544078788,0.9039154455921212,1026,0.024390243902439,1.0,Dataset1_Kaggle_Style,1542830
417,Audi,A4,2021,3,11493,3831.0,1.2,Hybrid,Automatic,Excellent,4,2,Green,Hatchback,1,50.4,51219,51219.0,Luxury,Luxury,0.1048602736853143,0.8951397263146856,1407,0.027906976744186,1.0,Dataset1_Kaggle_Style,4199958
418,Ford,Mustang,2021,3,66823,22274.33333333333,1.2,Petrol,Automatic,Good,3,3,White,Hatchback,0,36.2,15707,15707.0,Mid-Range,Economy,0.2764085318100152,0.7235914681899848,938,0.027906976744186,1.0,Dataset1_Kaggle_Style,1287974
419,Chevrolet,Tahoe,2015,9,60150,6683.333333333333,5.0,Petrol,Automatic,Good,3,2,Blue,Sedan,0,22.0,22811,22811.0,Mid-Range,Mid-Market,0.4410575580113205,0.5589424419886795,858,0.1020408163265306,1.0,Dataset1_Kaggle_Style,1870502
420,Volkswagen,Atlas,2006,18,14136,785.3333333333334,1.6,Diesel,Automatic,Good,3,0,Blue,Coupe,0,43.8,20610,20610.0,Mid-Range,Mid-Market,0.6359300476947536,0.3640699523052464,576,0.0275862068965517,1.0,Dataset1_Kaggle_Style,1690020
421,Mercedes,S-Class,2010,14,116862,8347.285714285714,3.0,Diesel,Manual,Good,3,5,Red,Coupe,1,40.0,28062,28062.0,Premium,Mid-Market,0.4994470407762834,0.5005529592237166,990,0.0555555555555555,1.0,Dataset1_Kaggle_Style,2301084
422,Audi,A6,2018,6,5511,918.5,1.2,Petrol,Manual,Good,3,2,White,Coupe,1,39.2,41427,41427.0,Premium,Luxury,0.2246055365264754,0.7753944634735246,1159,0.0260869565217391,1.0,Dataset1_Kaggle_Style,3397014
423,Volkswagen,Beetle,2007,17,202818,11930.470588235294,5.0,Diesel,Automatic,Excellent,4,1,Silver,Wagon,0,34.0,21165,21165.0,Mid-Range,Mid-Market,0.6163328197226503,0.3836671802773497,780,0.087719298245614,1.0,Dataset1_Kaggle_Style,1735530
424,Audi,Q5,2016,8,98394,12299.25,4.0,Petrol,Automatic,Good,3,2,Blue,Wagon,1,23.0,40385,40385.0,Premium,Luxury,0.2837634122550323,0.7162365877449677,1296,0.0833333333333333,1.0,Dataset1_Kaggle_Style,3311570
425,Mercedes,GLE,2008,16,58221,3638.8125,5.0,Petrol,Automatic,Excellent,4,1,Silver,Hatchback,1,16.0,52626,52626.0,Luxury,Luxury,0.3781343795051166,0.6218656204948834,1170,0.0892857142857142,1.0,Dataset1_Kaggle_Style,4315332
426,Mercedes,S-Class,2016,8,139639,17454.875,3.0,Petrol,Automatic,Excellent,4,3,White,Sedan,1,26.0,44478,44478.0,Premium,Luxury,0.2645590131948807,0.7354409868051193,1188,0.0625,1.0,Dataset1_Kaggle_Style,3647196
427,Honda,Accord,2017,7,64062,9151.714285714286,2.4,Hybrid,Automatic,Poor,1,4,Blue,SUV,0,52.8,15983,15983.0,Mid-Range,Economy,0.4669312610479271,0.5330687389520729,811,0.051063829787234,1.0,Dataset1_Kaggle_Style,1310606
428,BMW,X3,2006,18,10564,586.8888888888889,3.5,Petrol,Automatic,Good,3,3,Red,Sedan,1,30.0,34705,34705.0,Premium,Luxury,0.5091577681917827,0.4908422318082173,1035,0.0603448275862069,1.0,Dataset1_Kaggle_Style,2845810
429,Ford,F-150,2006,18,29183,1621.2777777777778,2.7,Petrol,Automatic,Good,3,0,White,Wagon,0,25.2,13753,13753.0,Mid-Range,Economy,0.7235744578216389,0.2764255421783611,642,0.046551724137931,1.0,Dataset1_Kaggle_Style,1127746
430,Mercedes,A-Class,2019,5,3709,741.8,1.0,Diesel,Automatic,Good,3,5,Silver,Hatchback,1,46.0,33741,33741.0,Premium,Luxury,0.2286184586543517,0.7713815413456483,1215,0.0222222222222222,1.0,Dataset1_Kaggle_Style,2766762
431,Volkswagen,Jetta,2021,3,24686,8228.666666666666,1.8,Petrol,Automatic,Fair,2,3,Brown,Sedan,0,32.8,20906,20906.0,Mid-Range,Mid-Market,0.2229985876756114,0.7770014123243886,999,0.041860465116279,1.0,Dataset1_Kaggle_Style,1714292
432,Toyota,Sienna,2011,13,67662,5204.769230769231,3.0,Diesel,Automatic,Good,3,3,Red,Hatchback,0,41.0,16915,16915.0,Mid-Range,Economy,0.6058487708260515,0.3941512291739485,660,0.0566037735849056,1.0,Dataset1_Kaggle_Style,1387030
433,Volkswagen,Beetle,2018,6,24424,4070.6666666666665,5.0,Hybrid,Automatic,Good,3,0,White,Convertible,0,31.0,57722,57722.0,Luxury,High-End,0.1721121023493301,0.8278878976506698,1092,0.108695652173913,1.0,Dataset1_Kaggle_Style,4733204
434,Hyundai,Elantra,2016,8,20045,2505.625,1.6,Diesel,Automatic,Good,3,0,Blue,Convertible,0,35.8,27467,27467.0,Premium,Mid-Market,0.3680953366922033,0.6319046633077967,691,0.0333333333333333,1.0,Dataset1_Kaggle_Style,2252294
435,Chevrolet,Silverado,2021,3,45237,15079.0,1.2,Petrol,Automatic,Fair,2,4,Gray,SUV,0,31.2,16734,16734.0,Mid-Range,Economy,0.2639218791237794,0.7360781208762206,938,0.027906976744186,1.0,Dataset1_Kaggle_Style,1372188
436,Chevrolet,Equinox,2018,6,102866,17144.333333333332,2.0,Petrol,Manual,Fair,2,4,White,Wagon,0,34.0,9357,9357.0,Budget,Budget,0.5618766680713583,0.4381233319286417,840,0.0434782608695652,1.0,Dataset1_Kaggle_Style,767274
437,Ford,F-150,2010,14,2437,174.07142857142858,1.2,Diesel,Automatic,Good,3,2,Black,Convertible,0,43.6,18243,18243.0,Mid-Range,Economy,0.60549704820189,0.39450295179811,552,0.0222222222222222,1.0,Dataset1_Kaggle_Style,1495926
438,Honda,Pilot,2023,1,24344,24344.0,1.4,Petrol,Automatic,Fair,2,1,Silver,SUV,0,27.4,25076,25076.0,Premium,Mid-Market,0.0738661545279952,0.9261338454720048,1071,0.0341463414634146,1.0,Dataset1_Kaggle_Style,2056232
439,BMW,5 Series,2010,14,8613,615.2142857142857,2.7,Petrol,Automatic,Fair,2,0,Blue,Coupe,1,30.2,36525,36525.0,Premium,Luxury,0.4339403332041844,0.5660596667958155,963,0.05,1.0,Dataset1_Kaggle_Style,2995050
440,Audi,A4,2022,2,59430,29715.0,1.4,Petrol,Manual,Poor,1,3,Blue,Hatchback,1,34.4,18817,18817.0,Mid-Range,Economy,0.1753078844721041,0.8246921155278959,1522,0.0333333333333333,1.0,Dataset1_Kaggle_Style,1542994
441,Ford,Escape,2009,15,5587,372.4666666666666,1.2,Petrol,Automatic,Fair,2,3,Black,Coupe,0,35.2,10819,10819.0,Mid-Range,Economy,0.7349518606531272,0.2650481393468727,552,0.0218181818181818,1.0,Dataset1_Kaggle_Style,887158
442,Hyundai,Accent,2010,14,54652,3903.714285714286,2.0,Electric,Automatic,Good,3,4,Gray,Coupe,0,137.0,18109,18109.0,Mid-Range,Economy,0.6072567177774404,0.3927432822225596,600,0.037037037037037,1.0,Dataset1_Kaggle_Style,1484938
443,BMW,X5,2006,18,16856,936.4444444444443,1.4,Diesel,Automatic,Fair,2,1,Red,SUV,1,39.2,26234,26234.0,Premium,Mid-Market,0.5784619339910659,0.421538066008934,846,0.0241379310344827,1.0,Dataset1_Kaggle_Style,2151188
444,Volkswagen,Passat,2012,12,11089,924.0833333333334,1.0,Petrol,Automatic,Good,3,0,Brown,Hatchback,0,36.0,18553,18553.0,Mid-Range,Economy,0.5640025380114211,0.4359974619885789,540,0.0192307692307692,1.0,Dataset1_Kaggle_Style,1521346
445,Audi,Q5,2019,5,137719,27543.8,5.0,Petrol,Automatic,Good,3,4,Blue,SUV,1,27.0,54093,54093.0,Luxury,Luxury,0.156023278673178,0.843976721326822,1755,0.1111111111111111,1.0,Dataset1_Kaggle_Style,4435626
446,BMW,X1,2019,5,934,186.8,1.4,Electric,Automatic,Excellent,4,1,Green,Sedan,1,112.0,68094,68094.0,Luxury,Luxury,0.1280508105616308,0.8719491894383692,1269,0.0311111111111111,1.0,Dataset1_Kaggle_Style,5583708
447,Hyundai,Elantra,2015,9,28792,3199.1111111111118,2.0,Petrol,Manual,Excellent,4,0,Red,Coupe,0,35.0,25927,25927.0,Premium,Mid-Market,0.4097707560270448,0.5902292439729552,660,0.0408163265306122,1.0,Dataset1_Kaggle_Style,2126014
448,Nissan,Titan,2005,19,1093,57.526315789473685,1.4,Diesel,Automatic,Excellent,4,3,Red,Hatchback,0,44.2,11174,11174.0,Mid-Range,Economy,0.7727660959043396,0.2272339040956603,564,0.023728813559322,1.0,Dataset1_Kaggle_Style,916268
449,Nissan,Titan,2022,2,33043,16521.5,3.0,Petrol,Automatic,Poor,1,3,Red,Coupe,0,24.0,18070,18070.0,Mid-Range,Economy,0.1812415043044857,0.8187584956955143,1188,0.0714285714285714,1.0,Dataset1_Kaggle_Style,1481740
450,BMW,X5,2016,8,34762,4345.25,2.4,Hybrid,Manual,Excellent,4,4,Gray,Sedan,1,46.8,41606,41606.0,Premium,Luxury,0.2777488456063605,0.7222511543936395,1123,0.05,1.0,Dataset1_Kaggle_Style,3411692
451,Audi,A4,2016,8,19405,2425.625,1.8,Diesel,Automatic,Excellent,4,1,White,Wagon,1,35.4,45480,45480.0,Premium,Luxury,0.2602472348731295,0.7397527651268705,1058,0.0375,1.0,Dataset1_Kaggle_Style,3729360
452,Mercedes,GLE,2015,9,7087,787.4444444444445,1.2,Petrol,Automatic,Good,3,3,Black,Sedan,1,40.2,38820,38820.0,Premium,Luxury,0.3167898627243928,0.6832101372756072,910,0.0244897959183673,1.0,Dataset1_Kaggle_Style,3183240
453,Ford,Mustang,2012,12,23611,1967.5833333333333,3.0,Petrol,Automatic,Good,3,1,Silver,Wagon,0,34.0,17850,17850.0,Mid-Range,Economy,0.5734767025089607,0.4265232974910393,660,0.0576923076923076,1.0,Dataset1_Kaggle_Style,1463700
454,Chevrolet,Tahoe,2011,13,55777,4290.538461538462,1.8,Petrol,Automatic,Fair,2,4,Black,Hatchback,0,36.8,8915,8915.0,Budget,Budget,0.7446656164972075,0.2553343835027925,588,0.0339622641509433,1.0,Dataset1_Kaggle_Style,731030
455,Honda,Pilot,2006,18,76253,4236.277777777777,2.4,Hybrid,Automatic,Good,3,2,Blue,Hatchback,0,38.8,12976,12976.0,Mid-Range,Economy,0.7350539039529566,0.2649460960470434,624,0.0413793103448275,1.0,Dataset1_Kaggle_Style,1064032
456,Chevrolet,Tahoe,2015,9,37831,4203.444444444444,3.0,Petrol,Automatic,Good,3,1,Black,Sedan,0,24.0,20048,20048.0,Mid-Range,Mid-Market,0.4730866274179983,0.5269133725820017,726,0.0612244897959183,1.0,Dataset1_Kaggle_Style,1643936
457,BMW,3 Series,2014,10,44559,4455.9,1.6,Diesel,Manual,Fair,2,5,Silver,Coupe,1,43.8,23521,23521.0,Mid-Range,Mid-Market,0.4595482640564325,0.5404517359435674,864,0.032,1.0,Dataset1_Kaggle_Style,1928722
458,Audi,Q3,2007,17,11195,658.5294117647059,3.0,Petrol,Automatic,Excellent,4,1,White,Convertible,1,21.0,53115,53115.0,Luxury,Luxury,0.3902886988463525,0.6097113011536475,990,0.0526315789473684,1.0,Dataset1_Kaggle_Style,4355430
459,Ford,Edge,2014,10,16936,1693.6,1.0,Hybrid,Automatic,Poor,1,4,Blue,Coupe,0,49.0,9688,9688.0,Budget,Budget,0.6736728644570197,0.3263271355429803,540,0.02,1.0,Dataset1_Kaggle_Style,794416
460,Hyundai,Sonata,2022,2,8830,4415.0,5.0,Diesel,Automatic,Excellent,4,5,White,Convertible,0,30.0,45438,45438.0,Premium,High-End,0.0809094219021805,0.9190905780978196,1404,0.119047619047619,1.0,Dataset1_Kaggle_Style,3725916
461,Audi,A6,2018,6,14337,2389.5,2.0,Petrol,Automatic,Fair,2,2,Blue,SUV,1,39.0,41202,41202.0,Premium,Luxury,0.2255554302469832,0.7744445697530168,1260,0.0434782608695652,1.0,Dataset1_Kaggle_Style,3378564
462,Ford,Mustang,2022,2,12737,6368.5,1.2,Petrol,Manual,Excellent,4,3,Silver,Hatchback,0,32.2,18671,18671.0,Mid-Range,Economy,0.176436857659565,0.8235631423404349,993,0.0285714285714285,1.0,Dataset1_Kaggle_Style,1531022
463,Nissan,Titan,2012,12,36641,3053.4166666666665,2.7,Petrol,Automatic,Fair,2,0,White,Sedan,0,25.2,17827,17827.0,Mid-Range,Economy,0.573792048198532,0.426207951801468,642,0.0519230769230769,1.0,Dataset1_Kaggle_Style,1461814
464,Volkswagen,Beetle,2014,10,41355,4135.5,1.8,Diesel,Automatic,Excellent,4,4,Silver,SUV,0,41.4,27365,27365.0,Premium,Mid-Market,0.4222527182518737,0.5777472817481263,588,0.036,1.0,Dataset1_Kaggle_Style,2243930
465,Chevrolet,Malibu,2017,7,144973,20710.42857142857,1.4,Petrol,Manual,Excellent,4,0,Silver,Coupe,0,31.4,18476,18476.0,Mid-Range,Economy,0.4310875723611282,0.5689124276388717,733,0.0297872340425531,1.0,Dataset1_Kaggle_Style,1515032
466,Chevrolet,Silverado,2012,12,10881,906.75,1.2,Petrol,Automatic,Fair,2,2,Gray,Convertible,0,38.2,13401,13401.0,Mid-Range,Economy,0.6416940723510067,0.3583059276489932,552,0.023076923076923,1.0,Dataset1_Kaggle_Style,1098882
467,Chevrolet,Silverado,2008,16,51315,3207.1875,2.7,Electric,Manual,Excellent,4,5,Black,Wagon,0,104.0,14907,14907.0,Mid-Range,Economy,0.6822009508175753,0.3177990491824247,642,0.0482142857142857,1.0,Dataset1_Kaggle_Style,1222374
468,Toyota,Corolla,2008,16,84984,5311.5,2.4,Petrol,Automatic,Fair,2,2,Blue,Hatchback,0,36.4,8559,8559.0,Budget,Budget,0.7889740871323258,0.2110259128676742,624,0.0428571428571428,1.0,Dataset1_Kaggle_Style,701838
469,BMW,X1,2009,15,41076,2738.4,3.0,Diesel,Manual,Fair,2,1,Red,Convertible,1,40.0,35424,35424.0,Premium,Luxury,0.458547322083639,0.541452677916361,990,0.0545454545454545,1.0,Dataset1_Kaggle_Style,2904768
470,Chevrolet,Cruze,2005,19,14718,774.6315789473684,2.7,Petrol,Manual,Good,3,0,Red,Coupe,0,29.2,15118,15118.0,Mid-Range,Economy,0.7153883805866185,0.2846116194133815,642,0.0457627118644067,1.0,Dataset1_Kaggle_Style,1239676
471,Ford,F-150,2021,3,15227,5075.666666666667,4.0,Petrol,Manual,Good,3,0,White,Coupe,0,22.0,29207,29207.0,Premium,Mid-Market,0.170420654983384,0.829579345016616,1224,0.0930232558139534,1.0,Dataset1_Kaggle_Style,2394974
472,BMW,5 Series,2006,18,2002,111.22222222222224,1.6,Petrol,Automatic,Fair,2,2,Silver,Sedan,1,37.6,18809,18809.0,Mid-Range,Economy,0.6568264336149172,0.3431735663850828,864,0.0275862068965517,1.0,Dataset1_Kaggle_Style,1542338
473,Audi,A6,2012,12,18224,1518.6666666666667,1.2,Diesel,Automatic,Fair,2,5,Black,SUV,1,37.6,24250,24250.0,Mid-Range,Mid-Market,0.4974093264248704,0.5025906735751295,827,0.023076923076923,1.0,Dataset1_Kaggle_Style,1988500
474,Nissan,Sentra,2011,13,68246,5249.692307692308,1.2,Petrol,Manual,Good,3,0,Blue,Hatchback,0,32.2,11482,11482.0,Mid-Range,Economy,0.6936662931540473,0.3063337068459527,552,0.0226415094339622,1.0,Dataset1_Kaggle_Style,941524
475,Honda,Fit,2019,5,2434,486.8,1.2,Hybrid,Automatic,Good,3,3,White,Sedan,0,44.4,23263,23263.0,Mid-Range,Mid-Market,0.3006343384541382,0.6993656615458618,827,0.0266666666666666,1.0,Dataset1_Kaggle_Style,1907566
476,Audi,A6,2009,15,12377,825.1333333333333,4.0,Petrol,Manual,Good,3,2,Silver,Convertible,1,23.0,49292,49292.0,Premium,Luxury,0.3783483831912425,0.6216516168087575,1080,0.0727272727272727,1.0,Dataset1_Kaggle_Style,4041944
477,Chevrolet,Silverado,2006,18,61248,3402.6666666666665,5.0,Petrol,Manual,Good,3,1,Gray,SUV,0,16.0,20461,20461.0,Mid-Range,Mid-Market,0.6376082605692425,0.3623917394307575,780,0.0862068965517241,1.0,Dataset1_Kaggle_Style,1677802
478,Nissan,Altima,2011,13,76312,5870.153846153846,2.0,Hybrid,Automatic,Good,3,1,Red,Hatchback,0,50.0,15342,15342.0,Mid-Range,Economy,0.6289003918533211,0.3710996081466788,600,0.0377358490566037,1.0,Dataset1_Kaggle_Style,1258044
479,Toyota,Camry,2012,12,30377,2531.4166666666665,2.4,Petrol,Manual,Fair,2,1,Red,Convertible,0,26.4,21187,21187.0,Mid-Range,Mid-Market,0.5311262088653816,0.4688737911346183,624,0.0461538461538461,1.0,Dataset1_Kaggle_Style,1737334
480,Audi,Q3,2011,13,59878,4606.0,5.0,Petrol,Automatic,Fair,2,0,Blue,Hatchback,1,22.0,34100,34100.0,Premium,Luxury,0.43261231281198,0.56738768718802,1170,0.0943396226415094,1.0,Dataset1_Kaggle_Style,2796200
481,Mercedes,GLE,2011,13,24547,1888.2307692307693,2.0,Petrol,Automatic,Fair,2,2,Blue,Hatchback,1,29.0,25541,25541.0,Premium,Mid-Market,0.5044527657592984,0.4955472342407016,900,0.0377358490566037,1.0,Dataset1_Kaggle_Style,2094362
482,Toyota,Prius,2018,6,8712,1452.0,1.2,Diesel,Manual,Good,3,1,Blue,Wagon,0,39.6,19997,19997.0,Mid-Range,Economy,0.3750351595462075,0.6249648404537925,772,0.0260869565217391,1.0,Dataset1_Kaggle_Style,1639754
483,Honda,Ridgeline,2022,2,25387,12693.5,1.6,Diesel,Automatic,Good,3,2,White,Wagon,0,43.8,27616,27616.0,Premium,Mid-Market,0.1265182186234817,0.8734817813765182,1036,0.0380952380952381,1.0,Dataset1_Kaggle_Style,2264512
