brand,model,fuel_type,transmission,condition,color,body_type,year,age,mileage,mileage_per_year,engine_size,owner_count,price_local
4,47,4,1,1,5,5,2008,16,52056,3253.5,1.4,1,9150.0
0,7,4,1,1,3,3,2021,3,34073,11357.666666666666,1.2,1,27943.0
22,23,4,0,2,4,7,2018,6,48415,8069.166666666667,1.6,2,22185.0
15,104,1,0,0,1,5,2023,1,39285,39285.0,2.7,3,36777.0
4,98,2,1,0,2,7,2013,11,67314,6119.454545454545,1.0,5,13237.0
3,140,4,1,2,4,6,2016,8,61197,7649.625,2.7,2,17406.0
14,26,1,0,3,1,7,2009,15,38198,2546.5333333333333,2.7,2,22866.0
14,26,3,0,1,1,5,2015,9,56800,6311.111111111111,1.4,1,38022.0
5,105,4,0,2,4,3,2007,17,103399,6082.294117647059,3.5,0,15996.0
20,119,4,1,1,3,6,2019,5,28305,5661.0,3.5,2,21826.0
6,128,4,0,2,4,3,2018,6,26616,4436.0,5.0,2,25615.0
1,152,4,1,0,0,7,2015,9,72248,8027.555555555556,5.0,3,51785.0
20,30,4,0,2,5,3,2012,12,43679,3639.9166666666665,2.0,1,15986.0
1,154,1,0,2,0,7,2008,16,3682,230.125,1.6,0,31726.0
3,89,4,0,2,2,1,2016,8,111333,13916.625,1.0,3,12596.0
1,3,4,0,2,5,7,2012,12,1563,130.25,1.0,0,32259.0
14,26,3,1,1,2,0,2010,14,68995,4928.214285714285,1.8,0,35731.0
22,70,4,0,2,2,3,2019,5,71105,14221.0,5.0,2,31564.0
6,128,4,0,2,7,5,2016,8,152998,19124.75,2.7,3,16992.0
22,103,4,0,2,2,1,2020,4,2782,695.5,1.0,2,30242.0
4,98,4,0,1,1,6,2020,4,45423,11355.75,1.2,4,11770.0
20,132,4,1,2,1,7,2008,16,27916,1744.75,2.4,0,16246.0
1,152,1,0,1,5,0,2015,9,20071,2230.1111111111118,2.7,3,46406.0
1,1,4,1,2,0,1,2017,7,4733,676.1428571428571,5.0,1,68713.0
4,98,4,0,2,0,3,2013,11,41351,3759.181818181818,1.4,2,13327.0
4,52,4,0,2,6,1,2008,16,32604,2037.75,4.0,4,18438.0
4,47,3,1,0,1,5,2016,8,5521,690.125,5.0,5,28616.0
22,143,1,1,2,1,5,2013,11,47400,4309.090909090909,2.7,4,23334.0
15,90,3,0,2,0,5,2017,7,66961,9565.857142857143,1.0,4,17033.0
15,104,4,0,2,1,0,2020,4,72895,18223.75,3.0,2,29465.0
20,107,1,1,2,0,1,2010,14,117890,8420.714285714286,5.0,1,27465.0
22,70,3,1,2,6,1,2014,10,26336,2633.6,1.2,3,20374.0
3,140,1,0,1,5,3,2017,7,152957,21851.0,1.2,0,9247.0
22,21,4,0,1,2,6,2011,13,100283,7714.076923076923,1.6,1,12913.0
14,43,4,0,1,5,5,2023,1,17584,17584.0,5.0,2,68007.0
4,55,4,0,2,6,6,2023,1,8675,8675.0,3.5,5,22510.0
0,8,4,0,2,1,6,2021,3,28580,9526.666666666666,1.4,3,38543.0
3,140,1,1,1,4,5,2017,7,25699,3671.285714285714,1.6,0,17847.0
6,67,4,1,0,7,5,2017,7,42868,6124.0,2.0,5,21855.0
6,128,4,0,1,1,3,2006,18,43779,2432.1666666666665,2.4,3,8875.0
0,8,4,0,1,2,0,2014,10,69312,6931.2,1.8,0,33793.0
3,41,4,0,2,0,5,2017,7,35656,5093.714285714285,1.2,0,22271.0
0,114,4,0,0,3,6,2013,11,5536,503.27272727272725,1.4,4,35773.0
22,23,4,0,3,2,3,2005,19,97699,5142.052631578948,3.5,5,6877.0
1,154,1,0,1,7,1,2018,6,18536,3089.333333333333,4.0,5,42378.0
14,63,4,0,1,6,3,2020,4,177538,44384.5,1.4,2,21542.0
14,62,1,1,0,5,5,2019,5,6270,1254.0,1.8,1,69990.0
0,9,4,0,2,5,7,2005,19,158804,8358.105263157895,5.0,4,23805.0
1,2,3,1,0,4,5,2021,3,4771,1590.3333333333333,4.0,4,75927.0
6,13,4,0,2,1,0,2017,7,13135,1876.4285714285716,5.0,3,33828.0
1,154,4,0,2,5,3,2019,5,2384,476.8,1.8,5,35120.0
6,13,4,0,1,2,5,2020,4,61058,15264.5,1.6,0,19057.0
3,89,4,0,2,1,6,2020,4,94955,23738.75,2.7,0,20530.0
3,49,4,0,2,4,6,2006,18,28464,1581.3333333333333,2.0,3,10660.0
22,143,1,1,0,4,3,2021,3,131918,43972.66666666666,2.0,5,18850.0
6,13,4,0,2,0,0,2015,9,44616,4957.333333333333,1.0,2,19397.0
3,49,4,1,1,0,7,2012,12,49713,4142.75,2.0,0,10477.0
20,119,1,0,1,6,3,2007,17,93351,5491.235294117647,1.4,4,6664.0
14,124,4,0,2,3,0,2016,8,17605,2200.625,2.0,4,50889.0
5,28,4,1,2,0,6,2020,4,21868,5467.0,3.5,5,22780.0
3,41,1,0,2,1,5,2018,6,118197,19699.5,4.0,0,25620.0
22,103,4,0,0,5,1,2020,4,115613,28903.25,2.0,0,34801.0
0,110,1,0,2,0,5,2021,3,187501,62500.333333333336,1.2,2,32358.0
6,13,1,0,0,0,6,2015,9,116056,12895.111111111111,1.0,5,12703.0
22,70,1,0,1,1,7,2021,3,6812,2270.6666666666665,4.0,0,32242.0
5,58,1,1,0,4,6,2023,1,86785,86785.0,1.4,2,24524.0
4,52,4,0,0,0,5,2005,19,26367,1387.7368421052631,1.8,4,13337.0
15,15,4,0,2,5,5,2016,8,234434,29304.25,1.6,2,11498.0
4,54,2,1,1,3,7,2019,5,31959,6391.8,2.4,0,18678.0
6,13,4,0,3,5,7,2022,2,40353,20176.5,1.6,1,12026.0
6,13,4,0,1,4,6,2018,6,37727,6287.833333333333,2.7,5,14100.0
6,48,1,0,2,3,5,2005,19,19411,1021.6315789473684,2.4,0,17835.0
5,58,4,1,2,5,1,2017,7,3899,557.0,3.5,1,30841.0
3,49,4,0,1,2,1,2019,5,113000,22600.0,3.0,4,14608.0
6,67,4,1,1,2,3,2011,13,81145,6241.923076923077,1.0,5,6005.0
14,26,4,0,2,4,1,2019,5,7513,1502.6,1.8,3,54265.0
20,107,4,0,2,5,6,2014,10,74977,7497.7,1.6,5,14285.0
5,105,2,1,2,7,6,2018,6,49154,8192.333333333334,2.0,4,22357.0
22,143,1,1,1,4,3,2010,14,26309,1879.2142857142856,1.0,4,10838.0
6,67,1,0,2,5,0,2018,6,14652,2442.0,2.0,4,25366.0
20,30,4,1,2,4,3,2016,8,98208,12276.0,1.0,2,13117.0
5,122,4,1,3,4,0,2015,9,60230,6692.222222222223,1.0,4,10497.0
1,2,4,0,1,7,0,2023,1,39674,39674.0,2.7,3,51119.0
20,37,4,0,2,5,5,2006,18,47025,2612.5,1.2,0,15000.0
15,90,4,0,2,4,7,2005,19,4774,251.26315789473685,3.5,1,16770.0
5,122,4,0,0,4,1,2012,12,32115,2676.25,2.0,5,20077.0
6,134,4,0,2,5,0,2018,6,10764,1794.0,2.0,5,22777.0
22,103,4,0,2,1,5,2013,11,11683,1062.090909090909,2.0,4,22782.0
4,98,2,1,2,3,3,2006,18,54132,3007.333333333333,2.7,1,13905.0
14,124,4,0,2,5,3,2009,15,121100,8073.333333333333,1.6,4,15485.0
0,110,1,0,0,0,0,2012,12,25855,2154.583333333333,1.4,2,50154.0
22,143,4,1,3,5,5,2020,4,11643,2910.75,2.0,1,20920.0
4,55,4,0,1,2,6,2020,4,52312,13078.0,1.6,4,12740.0
14,5,4,0,2,6,7,2017,7,102469,14638.42857142857,1.2,4,26078.0
3,49,4,0,1,2,7,2019,5,68979,13795.8,2.0,3,12472.0
3,140,4,0,2,1,1,2005,19,101535,5343.9473684210525,3.5,3,12756.0
3,140,4,0,1,1,0,2007,17,38453,2261.9411764705883,1.8,3,11422.0
0,7,1,0,2,5,6,2010,14,69691,4977.928571428572,4.0,2,38167.0
1,154,4,1,1,6,1,2018,6,7544,1257.3333333333333,3.0,1,44284.0
6,134,4,0,0,4,6,2008,16,21406,1337.875,4.0,2,23717.0
22,81,4,1,2,3,7,2022,2,24677,12338.5,2.0,0,27152.0
5,36,4,1,1,5,5,2019,5,35799,7159.8,1.4,4,18580.0
0,110,1,0,0,0,0,2013,11,132307,12027.90909090909,4.0,4,54697.0
4,59,4,1,0,4,6,2022,2,103691,51845.5,1.8,4,18766.0
20,37,4,1,2,1,6,2007,17,7223,424.88235294117646,3.5,3,17493.0
3,89,4,1,2,4,6,2014,10,9484,948.4,2.7,4,13808.0
1,154,1,0,0,1,7,2021,3,22130,7376.666666666667,3.0,3,60290.0
14,26,4,1,2,3,0,2011,13,17176,1321.2307692307693,2.7,0,53642.0
5,28,3,0,2,6,5,2019,5,47695,9539.0,1.4,2,31488.0
4,98,4,1,0,7,5,2005,19,116536,6133.473684210527,3.0,2,11942.0
4,54,1,0,1,3,6,2015,9,163893,18210.33333333333,1.4,2,9361.0
0,114,3,0,2,6,5,2021,3,53008,17669.333333333332,2.7,3,54717.0
22,21,1,0,2,2,1,2009,15,91057,6070.466666666666,3.5,5,20368.0
6,128,4,0,2,4,5,2011,13,37243,2864.846153846154,3.0,5,17781.0
15,90,4,0,1,0,6,2023,1,11680,11680.0,2.4,1,22085.0
0,8,4,0,1,6,1,2019,5,37189,7437.8,1.6,5,29187.0
0,9,4,0,0,3,0,2007,17,40493,2381.9411764705883,3.5,1,55540.0
22,21,4,1,1,7,3,2019,5,67828,13565.6,3.0,0,19575.0
3,140,1,0,1,4,7,2009,15,12415,827.6666666666666,1.4,1,12155.0
5,28,4,0,1,0,5,2016,8,22967,2870.875,1.4,0,24199.0
4,54,4,0,0,0,1,2009,15,22629,1508.6,1.2,4,14699.0
5,28,1,0,0,2,3,2007,17,160248,9426.35294117647,3.5,2,15057.0
0,110,4,0,2,7,0,2013,11,29344,2667.6363636363635,1.4,5,32998.0
20,75,1,0,0,2,3,2013,11,70344,6394.909090909091,1.0,3,15782.0
20,107,3,0,0,5,0,2011,13,69477,5344.384615384615,1.6,0,27171.0
15,104,3,0,0,6,6,2006,18,15431,857.2777777777778,2.7,5,16399.0
1,3,1,0,1,3,6,2020,4,42416,10604.0,1.8,3,32904.0
1,153,4,1,0,0,7,2013,11,112358,10214.363636363636,1.2,3,23747.0
6,128,4,0,0,3,7,2017,7,32236,4605.142857142857,1.4,2,20329.0
14,26,4,0,1,6,0,2023,1,145128,145128.0,1.0,4,32651.0
14,5,4,0,0,4,3,2021,3,12069,4023.0,1.2,4,46465.0
15,144,4,1,2,7,7,2010,14,3852,275.1428571428572,1.0,1,13359.0
5,105,1,1,2,2,5,2008,16,111029,6939.3125,1.2,5,9022.0
1,2,4,0,3,1,3,2005,19,94088,4952.0,1.4,4,7517.0
14,63,4,1,1,7,7,2022,2,245245,122622.5,1.0,2,17350.0
15,15,1,0,2,6,3,2023,1,56877,56877.0,4.0,5,21667.0
4,55,4,1,1,0,5,2013,11,137983,12543.90909090909,3.0,3,12114.0
3,133,4,1,2,4,3,2017,7,87708,12529.714285714286,3.5,0,16714.0
3,49,4,0,2,6,3,2012,12,93031,7752.583333333333,1.8,0,13639.0
22,23,1,1,2,4,1,2017,7,42098,6014.0,2.7,4,27329.0
15,123,1,0,2,1,0,2019,5,24092,4818.4,1.8,1,31817.0
6,128,1,0,2,0,6,2015,9,136329,15147.666666666666,2.7,0,17417.0
1,2,4,0,2,4,7,2016,8,28292,3536.5,2.4,1,42105.0
1,153,1,0,2,1,7,2018,6,38698,6449.666666666667,5.0,0,67938.0
6,146,4,0,0,4,7,2008,16,29539,1846.1875,1.6,1,15193.0
5,105,4,0,2,5,0,2005,19,41599,2189.4210526315787,2.4,1,17737.0
6,13,4,1,1,3,3,2008,16,31791,1986.9375,2.0,3,7880.0
0,9,4,1,0,7,5,2023,1,2457,2457.0,1.4,2,60354.0
1,153,4,0,2,5,5,2013,11,106873,9715.727272727272,3.0,0,48164.0
22,70,1,0,2,6,6,2014,10,29384,2938.4,5.0,5,29873.0
0,9,4,0,1,2,6,2008,16,44451,2778.1875,3.5,4,23761.0
20,107,4,1,0,5,6,2013,11,7493,681.1818181818181,3.0,2,28253.0
4,59,4,0,2,7,5,2017,7,169,24.142857142857142,1.8,3,19454.0
5,36,4,0,0,0,3,2016,8,14071,1758.875,2.7,3,27223.0
4,52,4,0,2,3,6,2015,9,60968,6774.222222222223,2.4,3,16082.0
22,143,3,1,0,1,6,2016,8,5223,652.875,3.0,4,32641.0
6,67,1,1,2,4,5,2022,2,119782,59891.0,2.4,0,26184.0
20,107,1,1,1,2,7,2016,8,12105,1513.125,1.6,0,16797.0
4,55,1,1,2,0,3,2020,4,11445,2861.25,1.6,1,20136.0
3,41,4,0,1,3,6,2009,15,10014,667.6,4.0,1,17008.0
5,14,1,1,2,5,3,2016,8,704,88.0,2.7,5,18825.0
4,59,4,0,2,6,1,2015,9,73877,8208.555555555555,2.0,1,20280.0
14,124,4,0,2,5,7,2013,11,103985,9453.181818181818,3.0,4,28545.0
6,128,4,0,2,7,7,2022,2,47616,23808.0,3.5,2,26662.0
20,119,4,0,2,7,6,2007,17,10425,613.2352941176471,2.4,0,18610.0
3,49,4,0,1,6,6,2021,3,16793,5597.666666666667,2.4,1,18682.0
6,67,4,0,1,3,5,2018,6,32306,5384.333333333333,1.6,4,15235.0
15,123,4,1,1,0,7,2005,19,154333,8122.789473684211,1.4,4,2921.0
6,13,1,1,2,4,1,2021,3,14207,4735.666666666667,2.7,5,22619.0
15,144,4,1,0,4,1,2012,12,65772,5481.0,2.4,1,20893.0
3,140,4,1,1,7,1,2009,15,28941,1929.4,1.6,5,8841.0
3,145,1,0,2,7,0,2009,15,17680,1178.6666666666667,1.6,3,16490.0
20,30,4,0,1,6,5,2013,11,30432,2766.5454545454545,1.0,3,15389.0
4,59,1,1,1,0,5,2007,17,3693,217.23529411764707,4.0,3,15101.0
5,28,1,0,1,2,6,2023,1,80144,80144.0,2.4,1,23210.0
20,132,4,0,2,2,5,2013,11,13939,1267.1818181818182,1.0,4,20137.0
14,63,4,0,1,5,6,2022,2,64624,32312.0,3.5,4,39865.0
5,122,4,1,2,1,6,2020,4,3539,884.75,3.5,0,32792.0
1,3,4,1,2,6,0,2005,19,155164,8166.526315789473,1.6,3,11905.0
3,41,4,0,2,0,5,2006,18,10722,595.6666666666666,4.0,1,19550.0
0,110,4,1,0,1,5,2018,6,107168,17861.333333333332,1.4,0,46206.0
4,54,4,0,2,4,0,2018,6,82898,13816.333333333334,4.0,4,25636.0
3,133,4,0,1,6,0,2005,19,171882,9046.421052631578,1.4,0,4088.0
6,67,4,0,0,5,5,2020,4,32493,8123.25,5.0,3,38842.0
22,23,1,0,2,5,5,2019,5,64986,12997.2,1.0,2,27518.0
14,124,4,1,2,0,6,2019,5,23158,4631.6,1.6,3,42888.0
6,146,1,0,2,0,3,2016,8,10189,1273.625,1.0,3,15840.0
4,54,4,1,2,5,7,2020,4,29266,7316.5,2.7,1,20718.0
22,143,1,0,3,5,6,2018,6,9061,1510.1666666666667,1.0,2,14500.0
6,128,4,1,2,6,1,2019,5,200993,40198.6,5.0,5,16928.0
3,41,4,0,1,3,1,2019,5,5059,1011.8,2.0,2,20054.0
14,124,4,1,1,4,3,2023,1,44483,44483.0,2.4,2,33323.0
6,146,4,0,2,3,7,2012,12,49237,4103.083333333333,3.5,4,15418.0
14,26,4,0,0,0,0,2006,18,38618,2145.4444444444443,5.0,0,77943.0
4,59,4,0,2,1,1,2006,18,54262,3014.555555555556,1.2,4,8283.0
0,110,4,1,3,5,0,2014,10,6175,617.5,1.6,5,20545.0
15,90,4,0,2,1,0,2007,17,40486,2381.529411764706,4.0,2,24735.0
3,133,4,0,2,0,6,2021,3,16928,5642.666666666667,1.4,1,21691.0
6,48,4,0,3,4,0,2012,12,140817,11734.75,3.0,5,9413.0
0,114,4,0,1,0,3,2008,16,71789,4486.8125,2.4,3,17295.0
6,67,2,0,2,7,6,2018,6,179704,29950.666666666668,1.2,3,15571.0
15,123,4,1,3,5,3,2014,10,1913,191.3,4.0,4,10219.0
6,146,1,0,0,4,0,2005,19,16782,883.2631578947369,5.0,5,26117.0
6,128,4,0,1,3,1,2008,16,10871,679.4375,2.0,4,12733.0
3,145,4,0,2,3,7,2005,19,560,29.473684210526315,3.0,1,12987.0
0,9,4,0,2,2,0,2021,3,13875,4625.0,5.0,3,76020.0
6,13,4,0,2,0,3,2021,3,56780,18926.666666666668,1.4,4,14189.0
1,1,3,0,0,0,5,2011,13,13138,1010.6153846153846,4.0,0,80539.0
0,7,4,1,2,5,5,2019,5,35565,7113.0,2.0,4,40586.0
20,132,1,0,0,7,1,2017,7,109381,15625.857142857143,1.4,4,23102.0
4,54,4,1,0,7,7,2006,18,59168,3287.1111111111118,1.4,2,8795.0
5,58,4,0,2,7,3,2023,1,25095,25095.0,1.6,0,26124.0
15,90,4,0,1,7,1,2017,7,23298,3328.285714285714,3.0,0,22847.0
3,41,4,0,2,4,6,2015,9,30416,3379.555555555556,4.0,1,24267.0
4,59,4,0,2,6,0,2019,5,9742,1948.4,2.7,2,29778.0
20,107,4,0,1,5,6,2014,10,50256,5025.6,1.0,0,14887.0
6,13,4,1,2,5,5,2013,11,22639,2058.090909090909,5.0,2,28537.0
6,128,2,1,1,5,0,2013,11,95650,8695.454545454546,4.0,2,24564.0
4,55,4,0,1,4,6,2005,19,70642,3718.0,1.0,3,5178.0
5,36,1,1,2,3,5,2021,3,47146,15715.333333333334,2.4,0,32420.0
0,7,4,1,3,4,7,2016,8,22643,2830.375,1.4,3,15964.0
14,62,4,0,2,7,6,2014,10,11781,1178.1,4.0,4,45552.0
1,154,3,1,2,7,0,2009,15,74839,4989.266666666666,2.4,4,32102.0
6,146,1,1,2,3,6,2022,2,33316,16658.0,3.0,3,21895.0
22,21,4,1,2,2,0,2019,5,12728,2545.6,1.4,4,27813.0
1,152,4,0,2,4,6,2010,14,10856,775.4285714285714,1.4,3,26412.0
4,47,4,1,1,3,1,2011,13,9040,695.3846153846154,1.2,1,11515.0
3,133,1,0,2,0,7,2021,3,75065,25021.666666666668,3.5,2,21241.0
4,59,4,1,3,6,6,2010,14,13002,928.7142857142856,1.0,1,7254.0
14,62,1,0,1,3,6,2012,12,37395,3116.25,3.0,0,39485.0
3,140,4,0,1,5,1,2016,8,30032,3754.0,2.0,1,16738.0
4,47,4,0,0,6,5,2018,6,43328,7221.333333333333,2.0,1,29873.0
5,14,3,0,2,4,0,2016,8,104841,13105.125,2.7,4,26799.0
14,26,2,0,1,3,3,2014,10,101152,10115.2,4.0,5,34054.0
20,132,4,0,1,2,5,2019,5,29989,5997.8,1.8,5,18908.0
1,3,1,0,1,5,0,2011,13,774,59.53846153846154,3.0,3,46021.0
6,134,1,0,1,7,6,2013,11,27794,2526.7272727272725,4.0,0,20469.0
20,107,1,0,2,4,5,2014,10,46594,4659.4,1.8,5,20881.0
1,2,2,0,1,7,6,2014,10,40795,4079.5,1.2,4,30272.0
0,111,4,0,0,5,5,2020,4,52682,13170.5,2.0,0,70956.0
22,81,1,1,2,2,5,2011,13,8366,643.5384615384615,3.0,2,27732.0
6,13,1,0,0,1,3,2009,15,51998,3466.5333333333333,1.4,3,12547.0
20,119,4,0,1,4,1,2007,17,10084,593.1764705882352,3.5,4,16687.0
0,110,4,0,1,7,5,2022,2,69419,34709.5,1.6,1,37090.0
4,98,4,0,2,2,6,2015,9,20706,2300.6666666666665,3.5,2,20406.0
3,133,1,1,2,2,3,2019,5,61875,12375.0,4.0,1,20816.0
1,1,1,0,3,0,5,2009,15,2452,163.46666666666667,2.7,5,22188.0
20,132,4,0,2,3,1,2016,8,26200,3275.0,2.0,0,31151.0
0,111,4,1,2,7,6,2008,16,61044,3815.25,2.4,2,22253.0
3,145,4,0,2,0,3,2019,5,12865,2573.0,2.4,4,16205.0
20,37,4,0,2,2,0,2013,11,79307,7209.727272727273,1.6,1,21847.0
14,5,4,1,3,6,7,2011,13,49818,3832.153846153846,5.0,5,22582.0
15,15,4,1,2,4,1,2014,10,44283,4428.3,2.0,1,20391.0
22,143,1,1,0,7,0,2017,7,21812,3116.0,5.0,0,60167.0
1,3,4,0,0,3,0,2012,12,32932,2744.333333333333,3.0,0,64782.0
6,48,3,0,0,7,3,2016,8,45484,5685.5,1.4,5,16375.0
0,7,4,1,2,3,3,2023,1,31976,31976.0,2.7,3,40698.0
20,30,2,0,1,6,3,2005,19,59918,3153.5789473684213,2.4,5,10588.0
20,107,4,1,1,3,0,2020,4,28431,7107.75,1.6,3,20432.0
4,54,1,0,3,0,7,2021,3,11299,3766.3333333333335,3.5,5,12216.0
14,26,4,1,1,1,6,2022,2,12035,6017.5,1.4,5,29199.0
14,5,4,0,2,4,3,2015,9,291,32.333333333333336,2.4,0,48030.0
4,54,4,0,2,3,1,2022,2,17902,8951.0,3.5,3,27979.0
20,75,4,0,2,4,3,2011,13,69098,5315.2307692307695,3.0,5,14531.0
4,59,1,1,0,3,7,2022,2,79033,39516.5,5.0,1,31748.0
0,7,4,1,2,4,3,2012,12,11311,942.5833333333334,3.5,0,40820.0
15,90,2,0,2,0,7,2010,14,159762,11411.57142857143,1.4,2,10230.0
20,107,4,1,2,2,3,2011,13,34898,2684.4615384615386,3.5,0,20653.0
22,21,2,0,2,4,0,2014,10,124432,12443.2,3.0,5,27201.0
22,70,4,0,2,5,7,2015,9,61339,6815.444444444444,2.7,4,21573.0
0,8,4,0,2,5,6,2017,7,64084,9154.857142857143,5.0,4,48062.0
14,124,4,0,2,5,3,2013,11,4443,403.9090909090909,1.4,0,37102.0
14,26,3,0,0,3,0,2011,13,12422,955.5384615384615,2.7,2,76627.0
3,49,4,0,2,6,1,2013,11,442,40.18181818181818,5.0,0,33628.0
5,14,4,0,2,0,6,2017,7,62961,8994.42857142857,1.6,2,20598.0
3,140,4,0,1,3,0,2007,17,21113,1241.9411764705883,2.0,5,11425.0
20,75,4,0,0,4,7,2007,17,77241,4543.588235294118,5.0,1,24206.0
5,58,4,1,2,7,5,2005,19,20695,1089.2105263157894,3.5,1,19053.0
4,59,4,0,2,3,1,2006,18,85555,4753.055555555556,1.2,2,7820.0
0,114,1,1,0,5,1,2007,17,7003,411.9411764705882,2.7,3,36948.0
20,30,1,0,2,0,5,2019,5,9520,1904.0,3.0,1,36089.0
22,143,3,1,2,7,0,2010,14,20842,1488.7142857142858,2.4,4,22975.0
6,134,4,0,2,2,0,2017,7,26253,3750.428571428572,2.7,0,31493.0
6,134,4,0,0,0,7,2005,19,21439,1128.3684210526317,2.4,5,12183.0
5,28,2,0,2,6,1,2023,1,72121,72121.0,4.0,3,45546.0
22,23,4,0,2,5,0,2005,19,5098,268.3157894736842,3.5,4,25154.0
5,28,4,1,2,1,5,2006,18,21632,1201.7777777777778,1.6,0,17566.0
1,1,1,0,1,3,0,2019,5,90773,18154.6,1.0,4,32993.0
6,128,4,0,0,4,1,2018,6,3456,576.0,1.4,3,25330.0
4,59,4,0,2,5,0,2023,1,142662,142662.0,2.4,2,23325.0
1,153,4,0,2,5,6,2015,9,214579,23842.11111111111,4.0,0,32723.0
15,131,4,0,2,6,5,2019,5,4636,927.2,4.0,4,30162.0
1,153,4,0,2,7,5,2010,14,17214,1229.571428571429,2.4,5,32654.0
0,9,4,0,2,5,3,2013,11,23292,2117.454545454545,4.0,5,33947.0
20,30,4,1,0,7,0,2009,15,74892,4992.8,1.4,4,16216.0
4,54,1,0,0,7,7,2006,18,45307,2517.055555555556,1.0,3,9370.0
20,107,4,0,2,6,5,2010,14,51692,3692.285714285714,3.5,3,25499.0
22,70,1,1,2,5,0,2022,2,70839,35419.5,3.0,5,32397.0
15,144,4,0,0,3,6,2023,1,6276,6276.0,5.0,5,35800.0
20,30,1,1,2,6,1,2013,11,89550,8140.909090909091,2.0,3,16931.0
14,26,3,1,0,6,1,2010,14,61144,4367.428571428572,5.0,2,61234.0
1,154,1,0,0,1,3,2018,6,43059,7176.5,2.4,1,50663.0
15,144,1,0,2,3,3,2017,7,110243,15749.0,1.0,4,11179.0
5,105,4,1,0,6,7,2015,9,60249,6694.333333333333,1.0,2,17048.0
4,98,4,0,1,1,5,2016,8,11263,1407.875,1.6,4,14410.0
14,26,4,0,0,2,7,2023,1,28083,28083.0,2.4,5,52921.0
15,144,4,1,1,7,5,2023,1,34065,34065.0,4.0,2,26895.0
22,23,4,0,2,3,5,2023,1,2840,2840.0,4.0,5,38933.0
5,28,4,0,2,3,6,2017,7,154653,22093.285714285717,2.7,5,15912.0
4,59,4,0,0,7,3,2018,6,6881,1146.8333333333333,3.5,5,21639.0
6,146,3,1,1,2,3,2022,2,59777,29888.5,3.0,0,20448.0
22,143,1,0,1,0,1,2016,8,35284,4410.5,1.0,1,21430.0
6,67,4,1,0,3,3,2008,16,1298,81.125,1.6,5,10745.0
3,145,4,1,2,2,3,2014,10,129345,12934.5,1.6,4,7825.0
20,37,1,0,2,4,6,2021,3,95472,31824.0,1.4,3,20380.0
0,114,4,1,1,0,7,2008,16,37143,2321.4375,2.4,1,20708.0
15,104,4,1,2,7,5,2016,8,12999,1624.875,1.0,4,16186.0
15,15,4,0,2,5,7,2017,7,6483,926.1428571428572,3.0,0,24565.0
20,75,4,0,2,0,6,2008,16,22580,1411.25,2.7,5,14339.0
4,98,4,1,2,6,0,2014,10,14747,1474.7,1.2,4,15892.0
22,21,1,0,2,3,1,2007,17,35330,2078.235294117647,1.2,4,14248.0
5,105,4,1,2,4,1,2019,5,169675,33935.0,2.7,4,17977.0
4,54,4,0,0,0,1,2006,18,42777,2376.5,4.0,1,22478.0
20,30,1,1,0,3,7,2021,3,110332,36777.333333333336,1.0,5,16726.0
1,152,1,0,2,7,5,2010,14,52616,3758.285714285714,2.4,4,34378.0
0,9,4,0,2,5,5,2012,12,32241,2686.75,3.0,3,41916.0
3,145,1,1,2,2,5,2007,17,96415,5671.470588235294,5.0,5,16088.0
1,1,2,0,1,7,1,2022,2,31873,15936.5,1.4,2,51550.0
3,133,3,0,2,2,1,2005,19,101486,5341.368421052632,2.4,3,9680.0
5,58,1,0,2,5,7,2020,4,17235,4308.75,2.0,0,29146.0
0,111,1,0,1,2,7,2011,13,6894,530.3076923076923,2.4,1,27828.0
4,54,4,0,1,3,1,2007,17,96659,5685.823529411765,2.4,2,9250.0
3,49,1,0,1,0,0,2008,16,44265,2766.5625,3.5,1,19008.0
1,153,1,0,0,6,0,2013,11,109952,9995.636363636364,1.0,1,40006.0
22,143,4,0,0,6,7,2009,15,138891,9259.4,1.4,4,11145.0
5,122,4,0,2,2,1,2023,1,2755,2755.0,3.5,3,36120.0
15,144,1,0,2,2,5,2019,5,34754,6950.8,1.0,2,21976.0
22,70,2,0,0,2,5,2012,12,23497,1958.0833333333333,1.8,4,35561.0
22,70,4,0,2,7,0,2010,14,49156,3511.1428571428573,1.4,2,20184.0
15,131,4,0,2,3,0,2022,2,78894,39447.0,1.0,5,20738.0
15,123,1,1,2,5,1,2023,1,16466,16466.0,1.2,5,20844.0
14,124,4,0,2,2,1,2019,5,40686,8137.2,3.5,3,54664.0
3,49,4,0,0,0,5,2011,13,61674,4744.153846153846,1.8,4,15830.0
6,48,4,0,0,4,7,2014,10,7218,721.8,4.0,2,26626.0
3,133,4,0,2,2,3,2010,14,84118,6008.428571428572,1.4,5,8166.0
1,154,1,0,2,5,7,2018,6,46584,7764.0,2.0,4,36381.0
15,90,4,0,1,5,5,2021,3,149326,49775.333333333336,3.0,1,20569.0
6,48,4,0,0,5,7,2013,11,20740,1885.4545454545453,2.0,5,15721.0
5,58,4,0,1,3,5,2023,1,5722,5722.0,1.2,0,29034.0
1,152,4,1,2,0,1,2009,15,35311,2354.0666666666666,1.2,2,26994.0
14,63,1,0,2,3,3,2011,13,4485,345.0,2.7,5,34020.0
4,52,4,0,2,4,3,2023,1,174544,174544.0,4.0,3,17149.0
