brand,model,year,age,mileage,mileage_per_year,engine_size,fuel_type,transmission,condition,condition_score,owner_count,color,body_type,is_luxury,mpg_estimate,price_usd,price_local,price_category,market_segment,depreciation_rate,value_retention,insurance_estimate,power_to_weight_ratio,regional_factor,source
Chevrolet,Cruze,2023,1,15353,15353.0,3.0,Petrol,Automatic,Good,3,3,Blue,Hatchback,0,24.0,20569,20569.0,Mid-Range,Mid-Market,0.0886171296911693,0.9113828703088307,1254,0.07317073170731707,1.0,Dataset1_Kaggle_Style
Volkswagen,Passat,2007,17,37499,2205.823529411765,2.0,Diesel,Automatic,Good,3,5,White,Coupe,0,37.0,17324,17324.0,Mid-Range,Economy,0.66245810926662,0.33754189073338003,600,0.03508771929824561,1.0,Dataset1_Kaggle_Style
Nissan,Pathfinder,2016,8,36434,4554.25,2.7,Petrol,Automatic,Good,3,0,Brown,SUV,0,24.2,26952,26952.0,Premium,Mid-Market,0.3725088470851182,0.6274911529148818,770,0.05625,1.0,Dataset1_Kaggle_Style
Toyota,Sienna,2009,15,129084,8605.6,3.0,Diesel,Automatic,Good,3,5,Silver,SUV,0,38.0,15773,15773.0,Mid-Range,Economy,0.6554082100801782,0.34459178991982176,660,0.05454545454545454,1.0,Dataset1_Kaggle_Style
Nissan,Sentra,2006,18,39823,2212.3888888888887,3.0,Diesel,Automatic,Excellent,4,2,Black,Hatchback,0,38.0,16072,16072.0,Mid-Range,Economy,0.6913504378552773,0.3086495621447227,660,0.05172413793103448,1.0,Dataset1_Kaggle_Style
Volkswagen,Beetle,2011,13,43733,3364.076923076923,2.7,Diesel,Automatic,Good,3,0,Blue,Convertible,0,38.6,34516,34516.0,Premium,Mid-Market,0.4296384427258907,0.5703615572741093,642,0.0509433962264151,1.0,Dataset1_Kaggle_Style
Nissan,Pathfinder,2017,7,25679,3668.4285714285716,5.0,Diesel,Automatic,Good,3,4,Black,Convertible,0,37.0,33208,33208.0,Premium,Mid-Market,0.2965599051008304,0.7034400948991696,1013,0.10638297872340426,1.0,Dataset1_Kaggle_Style
Honda,Pilot,2019,5,148874,29774.8,3.5,Petrol,Automatic,Fair,2,4,Gray,Coupe,0,31.0,19841,19841.0,Mid-Range,Economy,0.3351094132234175,0.6648905867765825,1035,0.07777777777777778,1.0,Dataset1_Kaggle_Style
Volkswagen,Passat,2007,17,75070,4415.882352941177,2.7,Petrol,Manual,Good,3,5,Black,Hatchback,0,26.2,11599,11599.0,Mid-Range,Economy,0.7456303866312858,0.2543696133687142,642,0.04736842105263158,1.0,Dataset1_Kaggle_Style
Ford,Escape,2009,15,16801,1120.0666666666666,1.4,Diesel,Automatic,Good,3,1,Brown,SUV,0,42.2,16440,16440.0,Mid-Range,Economy,0.6459948320413437,0.35400516795865633,564,0.025454545454545455,1.0,Dataset1_Kaggle_Style
Toyota,Prius,2012,12,92962,7746.833333333333,1.4,Petrol,Automatic,Good,3,2,Red,Hatchback,0,41.4,13362,13362.0,Mid-Range,Economy,0.6423638991488678,0.3576361008511322,564,0.026923076923076925,1.0,Dataset1_Kaggle_Style
Chevrolet,Equinox,2005,19,28316,1490.3157894736842,1.2,Petrol,Manual,Good,3,1,Silver,Sedan,0,36.2,9490,9490.0,Budget,Budget,0.8001684565171615,0.1998315434828385,552,0.020338983050847456,1.0,Dataset1_Kaggle_Style
Toyota,Highlander,2012,12,88207,7350.583333333333,1.0,Petrol,Automatic,Good,3,0,White,SUV,0,37.0,16872,16872.0,Mid-Range,Economy,0.5871990604815032,0.41280093951849683,540,0.019230769230769232,1.0,Dataset1_Kaggle_Style
Chevrolet,Traverse,2022,2,86548,43274.0,1.6,Hybrid,Manual,Fair,2,1,Green,Coupe,0,50.2,18454,18454.0,Mid-Range,Economy,0.17814197915738839,0.8218580208426116,1036,0.0380952380952381,1.0,Dataset1_Kaggle_Style
Honda,CR-V,2020,4,10466,2616.5,1.2,Petrol,Automatic,Good,3,0,Red,Coupe,0,37.2,32384,32384.0,Premium,Mid-Market,0.19809825673534076,0.8019017432646592,883,0.02727272727272727,1.0,Dataset1_Kaggle_Style
Toyota,Camry,2022,2,60389,30194.5,1.2,Petrol,Automatic,Fair,2,1,Brown,SUV,0,30.2,24439,24439.0,Mid-Range,Mid-Market,0.14065192165687967,0.8593480783431203,993,0.02857142857142857,1.0,Dataset1_Kaggle_Style
Ford,Explorer,2016,8,17169,2146.125,4.0,Electric,Automatic,Excellent,4,4,Gray,Convertible,0,100.0,42558,42558.0,Premium,High-End,0.27323337545681203,0.726766624543188,864,0.08333333333333333,1.0,Dataset1_Kaggle_Style
Nissan,Pathfinder,2017,7,17654,2522.0,4.0,Diesel,Automatic,Excellent,4,2,Silver,SUV,0,36.0,38396,38396.0,Premium,Mid-Market,0.26719596915795096,0.732804030842049,935,0.0851063829787234,1.0,Dataset1_Kaggle_Style
Ford,F-150,2017,7,17573,2510.4285714285716,1.8,Petrol,Automatic,Fair,2,1,Gray,SUV,0,32.8,17359,17359.0,Mid-Range,Economy,0.44644280748748366,0.5535571925125163,764,0.03829787234042553,1.0,Dataset1_Kaggle_Style
Toyota,Corolla,2014,10,64652,6465.2,1.6,Hybrid,Manual,Good,3,5,Brown,Sedan,0,41.2,15302,15302.0,Mid-Range,Economy,0.5665401393688743,0.43345986063112574,576,0.032,1.0,Dataset1_Kaggle_Style
Honda,Fit,2011,13,13056,1004.3076923076923,1.0,Petrol,Automatic,Good,3,0,Silver,SUV,0,29.0,21098,21098.0,Mid-Range,Mid-Market,0.5520404263450678,0.4479595736549322,540,0.018867924528301886,1.0,Dataset1_Kaggle_Style
Ford,Escape,2018,6,45,7.5,3.0,Diesel,Automatic,Good,3,5,Silver,Wagon,0,41.0,19515,19515.0,Mid-Range,Economy,0.3807710613993337,0.6192289386006663,924,0.06521739130434782,1.0,Dataset1_Kaggle_Style
Ford,F-150,2020,4,62804,15701.0,1.6,Petrol,Automatic,Excellent,4,2,Blue,Wagon,0,38.6,22248,22248.0,Mid-Range,Mid-Market,0.2644802962179318,0.7355197037820682,921,0.03636363636363636,1.0,Dataset1_Kaggle_Style
Volkswagen,Golf,2019,5,9387,1877.4,1.8,Petrol,Automatic,Good,3,5,Red,Hatchback,0,29.8,22681,22681.0,Mid-Range,Mid-Market,0.30598818885591017,0.6940118111440898,882,0.04,1.0,Dataset1_Kaggle_Style
Volkswagen,Passat,2016,8,5517,689.625,2.4,Diesel,Automatic,Fair,2,4,Brown,Hatchback,0,39.2,17500,17500.0,Mid-Range,Economy,0.4776119402985075,0.5223880597014925,748,0.05,1.0,Dataset1_Kaggle_Style
Volkswagen,Beetle,2013,11,13558,1232.5454545454545,1.2,Petrol,Automatic,Excellent,4,4,White,Coupe,0,36.2,24672,24672.0,Mid-Range,Mid-Market,0.47137470003428183,0.5286252999657182,552,0.023529411764705882,1.0,Dataset1_Kaggle_Style
Honda,CR-V,2012,12,23893,1991.0833333333333,2.7,Petrol,Automatic,Fair,2,3,Red,Convertible,0,23.2,21014,21014.0,Mid-Range,Mid-Market,0.5331674590127515,0.46683254098724847,642,0.051923076923076926,1.0,Dataset1_Kaggle_Style
Hyundai,Santa Fe,2022,2,32304,16152.0,4.0,Diesel,Automatic,Good,3,2,Gray,Coupe,0,35.0,33439,33439.0,Premium,Mid-Market,0.10684046048238471,0.8931595395176153,1296,0.09523809523809523,1.0,Dataset1_Kaggle_Style
Volkswagen,Golf,2022,2,2279,1139.5,1.2,Petrol,Manual,Good,3,1,Black,Sedan,0,40.2,26650,26650.0,Premium,Mid-Market,0.13050570962479613,0.8694942903752039,993,0.02857142857142857,1.0,Dataset1_Kaggle_Style
Honda,Fit,2017,7,176292,25184.571428571428,4.0,Electric,Automatic,Excellent,4,4,Gray,SUV,0,121.0,36480,36480.0,Premium,Mid-Market,0.277337559429477,0.722662440570523,935,0.0851063829787234,1.0,Dataset1_Kaggle_Style
Audi,Q7,2022,2,62950,31475.0,3.5,Petrol,Automatic,Good,3,1,Silver,Coupe,1,22.0,61855,61855.0,Luxury,Luxury,0.06073950345455925,0.9392604965454407,1862,0.08333333333333333,1.0,Dataset1_Kaggle_Style
Hyundai,Accent,2019,5,19518,3903.6,1.8,Petrol,Automatic,Excellent,4,1,Black,SUV,0,30.8,30824,30824.0,Premium,Mid-Market,0.2449539486576524,0.7550460513423476,882,0.04,1.0,Dataset1_Kaggle_Style
Hyundai,Santa Fe,2008,16,19187,1199.1875,5.0,Diesel,Automatic,Excellent,4,0,Red,Coupe,0,29.0,33343,33343.0,Premium,Mid-Market,0.48972345928408556,0.5102765407159144,780,0.08928571428571429,1.0,Dataset1_Kaggle_Style
Volkswagen,Golf,2021,3,29759,9919.666666666666,1.2,Petrol,Automatic,Poor,1,5,White,SUV,0,40.2,13650,13650.0,Mid-Range,Economy,0.30534351145038163,0.6946564885496184,938,0.027906976744186046,1.0,Dataset1_Kaggle_Style
Hyundai,Tucson,2009,15,49207,3280.4666666666667,1.2,Petrol,Automatic,Fair,2,1,Black,Coupe,0,37.2,10120,10120.0,Mid-Range,Economy,0.7477567298105683,0.2522432701894317,552,0.02181818181818182,1.0,Dataset1_Kaggle_Style
Toyota,RAV4,2020,4,7913,1978.25,1.6,Petrol,Automatic,Fair,2,3,Black,Wagon,0,32.6,18912,18912.0,Mid-Range,Economy,0.29726516052318663,0.7027348394768134,921,0.03636363636363636,1.0,Dataset1_Kaggle_Style
Chevrolet,Equinox,2013,11,10470,951.8181818181819,1.6,Electric,Automatic,Excellent,4,2,Green,Wagon,0,120.0,21457,21457.0,Mid-Range,Mid-Market,0.5062475550544216,0.49375244494557835,576,0.03137254901960784,1.0,Dataset1_Kaggle_Style
Toyota,Sienna,2014,10,98104,9810.4,2.7,Petrol,Automatic,Fair,2,2,Brown,Wagon,0,32.2,14803,14803.0,Mid-Range,Economy,0.5746631037554234,0.4253368962445766,642,0.054,1.0,Dataset1_Kaggle_Style
Nissan,Pathfinder,2022,2,14802,7401.0,2.0,Petrol,Automatic,Good,3,0,Blue,Hatchback,0,34.0,25563,25563.0,Premium,Mid-Market,0.13530426546696883,0.8646957345330312,1080,0.047619047619047616,1.0,Dataset1_Kaggle_Style
Toyota,Prius,2021,3,23917,7972.333333333333,3.5,Petrol,Automatic,Fair,2,3,Red,Sedan,0,31.0,21488,21488.0,Mid-Range,Mid-Market,0.21827706635622812,0.7817229336437719,1173,0.08139534883720931,1.0,Dataset1_Kaggle_Style
Mercedes,C-Class,2022,2,102502,51251.0,2.7,Petrol,Automatic,Excellent,4,5,Black,Coupe,1,22.2,50428,50428.0,Luxury,Luxury,0.07349158521349308,0.9265084147865069,1733,0.06428571428571428,1.0,Dataset1_Kaggle_Style
Ford,F-150,2011,13,54405,4185.0,2.4,Petrol,Manual,Good,3,3,Red,Hatchback,0,33.4,10810,10810.0,Mid-Range,Economy,0.7063298016843249,0.2936701983156751,624,0.045283018867924525,1.0,Dataset1_Kaggle_Style
Toyota,Camry,2008,16,20905,1306.5625,3.5,Diesel,Automatic,Poor,1,2,White,Convertible,0,32.0,17128,17128.0,Mid-Range,Economy,0.6513597134017262,0.34864028659827384,690,0.0625,1.0,Dataset1_Kaggle_Style
Chevrolet,Silverado,2009,15,57553,3836.866666666667,1.6,Electric,Manual,Good,3,3,Black,Coupe,0,128.0,15645,15645.0,Mid-Range,Economy,0.6572461386789352,0.3427538613210648,576,0.02909090909090909,1.0,Dataset1_Kaggle_Style
BMW,X1,2020,4,993,248.25,1.2,Petrol,Manual,Fair,2,5,Brown,SUV,1,31.2,31955,31955.0,Premium,Luxury,0.20022525341008635,0.7997747465899137,1324,0.02727272727272727,1.0,Dataset1_Kaggle_Style
Ford,F-150,2007,17,66522,3913.0588235294117,3.0,Petrol,Automatic,Good,3,4,White,Sedan,0,24.0,11802,11802.0,Mid-Range,Economy,0.7423256626348194,0.25767433736518064,660,0.05263157894736842,1.0,Dataset1_Kaggle_Style
Chevrolet,Traverse,2022,2,33375,16687.5,1.2,Electric,Automatic,Good,3,1,Gray,Hatchback,0,121.0,25364,25364.0,Premium,Mid-Market,0.13622122326658492,0.8637787767334151,993,0.02857142857142857,1.0,Dataset1_Kaggle_Style
Hyundai,Tucson,2018,6,83881,13980.166666666666,1.0,Petrol,Manual,Fair,2,1,Black,Hatchback,0,37.0,10497,10497.0,Mid-Range,Economy,0.5334044539271903,0.46659554607280973,756,0.021739130434782608,1.0,Dataset1_Kaggle_Style
Hyundai,Santa Fe,2019,5,154653,30930.6,2.7,Petrol,Automatic,Good,3,2,Brown,Sedan,0,26.2,17331,17331.0,Mid-Range,Economy,0.365884892612784,0.634115107387216,963,0.06,1.0,Dataset1_Kaggle_Style
Chevrolet,Malibu,2021,3,130041,43347.0,3.5,Hybrid,Automatic,Fair,2,2,Green,Coupe,0,48.5,19509,19509.0,Mid-Range,Economy,0.23521110196401274,0.7647888980359873,1173,0.08139534883720931,1.0,Dataset1_Kaggle_Style
Volkswagen,Golf,2005,19,119990,6315.263157894737,3.0,Diesel,Automatic,Good,3,5,Silver,SUV,0,34.0,14951,14951.0,Mid-Range,Economy,0.717644614832581,0.282355385167419,660,0.05084745762711865,1.0,Dataset1_Kaggle_Style
Nissan,Rogue,2021,3,35889,11963.0,1.0,Petrol,Manual,Excellent,4,3,Blue,Convertible,0,35.0,28740,28740.0,Premium,Mid-Market,0.17271157167530227,0.8272884283246977,918,0.023255813953488372,1.0,Dataset1_Kaggle_Style
Hyundai,Santa Fe,2015,9,22325,2480.5555555555557,2.4,Petrol,Automatic,Good,3,5,Brown,Coupe,0,30.4,18731,18731.0,Mid-Range,Economy,0.49004927717731617,0.5099507228226838,686,0.04897959183673469,1.0,Dataset1_Kaggle_Style
Nissan,Pathfinder,2021,3,31277,10425.666666666666,1.2,Petrol,Automatic,Good,3,0,Blue,Sedan,0,35.2,21158,21158.0,Mid-Range,Mid-Market,0.2209293762427278,0.7790706237572722,938,0.027906976744186046,1.0,Dataset1_Kaggle_Style
Nissan,Altima,2018,6,58542,9757.0,2.0,Petrol,Automatic,Fair,2,2,Brown,Coupe,0,34.0,20290,20290.0,Mid-Range,Mid-Market,0.37163208423660576,0.6283679157633942,840,0.043478260869565216,1.0,Dataset1_Kaggle_Style
Mercedes,A-Class,2023,1,107707,107707.0,4.0,Diesel,Automatic,Good,3,2,Blue,Coupe,1,39.0,64719,64719.0,Luxury,Luxury,0.02997646847224933,0.9700235315277507,2052,0.0975609756097561,1.0,Dataset1_Kaggle_Style
Nissan,Sentra,2011,13,11595,891.9230769230769,1.8,Petrol,Automatic,Good,3,2,White,Sedan,0,33.8,15098,15098.0,Mid-Range,Economy,0.6326341914448392,0.36736580855516077,588,0.033962264150943396,1.0,Dataset1_Kaggle_Style
Volkswagen,Beetle,2017,7,125169,17881.285714285714,1.0,Diesel,Automatic,Fair,2,5,Red,Sedan,0,38.0,11884,11884.0,Mid-Range,Economy,0.5408746716118065,0.45912532838819353,701,0.02127659574468085,1.0,Dataset1_Kaggle_Style
Volkswagen,Golf,2022,2,84418,42209.0,1.2,Petrol,Manual,Good,3,5,Green,Convertible,0,42.2,20878,20878.0,Mid-Range,Mid-Market,0.16078462898946866,0.8392153710105313,993,0.02857142857142857,1.0,Dataset1_Kaggle_Style
Ford,Mustang,2018,6,192819,32136.5,1.2,Petrol,Automatic,Fair,2,3,Blue,Sedan,0,32.2,7691,7691.0,Budget,Budget,0.6094154689959881,0.3905845310040119,772,0.02608695652173913,1.0,Dataset1_Kaggle_Style
Honda,Pilot,2005,19,106118,5585.1578947368425,3.5,Petrol,Automatic,Poor,1,4,Brown,Sedan,0,21.0,7355,7355.0,Budget,Budget,0.8378348583397641,0.16216514166023588,690,0.059322033898305086,1.0,Dataset1_Kaggle_Style
Hyundai,Sonata,2011,13,16420,1263.076923076923,3.5,Diesel,Automatic,Excellent,4,2,Brown,Sedan,0,36.0,25297,25297.0,Premium,Mid-Market,0.5068522525683763,0.4931477474316237,690,0.0660377358490566,1.0,Dataset1_Kaggle_Style
Volkswagen,Atlas,2012,12,5600,466.6666666666667,2.0,Diesel,Automatic,Excellent,4,4,Brown,Hatchback,0,38.0,22748,22748.0,Mid-Range,Mid-Market,0.5133909472062976,0.48660905279370237,600,0.038461538461538464,1.0,Dataset1_Kaggle_Style
Toyota,Prius,2022,2,5952,2976.0,4.0,Petrol,Automatic,Excellent,4,5,Gray,Sedan,0,26.0,32410,32410.0,Premium,Mid-Market,0.10985992859104643,0.8901400714089536,1296,0.09523809523809523,1.0,Dataset1_Kaggle_Style
BMW,7 Series,2013,11,17210,1564.5454545454545,5.0,Petrol,Automatic,Fair,2,3,Brown,Sedan,1,24.0,39193,39193.0,Premium,Luxury,0.3595182455509617,0.6404817544490383,1170,0.09803921568627451,1.0,Dataset1_Kaggle_Style
Audi,A6,2005,19,47619,2506.2631578947367,1.0,Diesel,Manual,Excellent,4,5,Brown,Sedan,1,38.0,15499,15499.0,Mid-Range,Economy,0.7102936503486046,0.2897063496513954,810,0.01694915254237288,1.0,Dataset1_Kaggle_Style
Hyundai,Sonata,2021,3,81563,27187.666666666668,4.0,Petrol,Automatic,Fair,2,0,Black,Convertible,0,25.0,28417,28417.0,Premium,Mid-Market,0.17433245198593716,0.8256675480140628,1224,0.09302325581395349,1.0,Dataset1_Kaggle_Style
Volkswagen,Passat,2023,1,114755,114755.0,1.6,Petrol,Automatic,Good,3,1,Black,Coupe,0,28.6,31915,31915.0,Premium,Mid-Market,0.05897095680377418,0.9410290431962258,1094,0.03902439024390244,1.0,Dataset1_Kaggle_Style
Nissan,Maxima,2010,14,48875,3491.0714285714284,5.0,Petrol,Automatic,Fair,2,1,Silver,Sedan,0,27.0,17135,17135.0,Mid-Range,Economy,0.6203611388058048,0.3796388611941952,780,0.09259259259259259,1.0,Dataset1_Kaggle_Style
Nissan,Titan,2007,17,282,16.58823529411765,3.5,Petrol,Automatic,Fair,2,5,Brown,Sedan,0,31.0,12739,12739.0,Mid-Range,Economy,0.7274438905410898,0.2725561094589102,690,0.06140350877192982,1.0,Dataset1_Kaggle_Style
Ford,Mustang,2009,15,10309,687.2666666666667,4.0,Diesel,Manual,Poor,1,1,White,Convertible,0,37.0,14901,14901.0,Mid-Range,Economy,0.6681365671143182,0.33186343288568176,720,0.07272727272727272,1.0,Dataset1_Kaggle_Style
Toyota,Sienna,2006,18,5252,291.77777777777777,1.8,Petrol,Automatic,Good,3,1,Black,Coupe,0,35.8,19400,19400.0,Mid-Range,Economy,0.6498194945848376,0.35018050541516244,588,0.03103448275862069,1.0,Dataset1_Kaggle_Style
Chevrolet,Silverado,2008,16,22574,1410.875,1.2,Diesel,Automatic,Good,3,3,Black,Convertible,0,40.6,14527,14527.0,Mid-Range,Economy,0.687772691125583,0.31222730887441696,552,0.02142857142857143,1.0,Dataset1_Kaggle_Style
Mercedes,C-Class,2014,10,34792,3479.2,1.2,Hybrid,Manual,Excellent,4,1,Green,Wagon,1,56.4,42901,42901.0,Premium,Luxury,0.31795996883992306,0.6820400311600769,827,0.024,1.0,Dataset1_Kaggle_Style
Chevrolet,Traverse,2014,10,2218,221.8,2.4,Electric,Manual,Good,3,3,Silver,SUV,0,111.0,24457,24457.0,Mid-Range,Mid-Market,0.44987291090267,0.55012708909733,624,0.048,1.0,Dataset1_Kaggle_Style
BMW,X5,2015,9,21422,2380.222222222222,2.4,Petrol,Automatic,Good,3,0,Silver,SUV,1,34.4,57157,57157.0,Luxury,Luxury,0.23949864949372646,0.7605013505062735,1029,0.04897959183673469,1.0,Dataset1_Kaggle_Style
Ford,Mustang,2020,4,9872,2468.0,2.0,Petrol,Automatic,Poor,1,2,Red,SUV,0,36.0,14897,14897.0,Mid-Range,Economy,0.34939074987989693,0.6506092501201031,960,0.045454545454545456,1.0,Dataset1_Kaggle_Style
BMW,X3,2021,3,52074,17358.0,1.0,Petrol,Automatic,Fair,2,2,Red,Sedan,1,43.0,34808,34808.0,Premium,Luxury,0.14702999411880024,0.8529700058811998,1377,0.023255813953488372,1.0,Dataset1_Kaggle_Style
Volkswagen,Passat,2020,4,31206,7801.5,5.0,Petrol,Automatic,Excellent,4,2,Red,Convertible,0,23.0,57645,57645.0,Luxury,High-End,0.12186762129636686,0.8781323787036331,1248,0.11363636363636363,1.0,Dataset1_Kaggle_Style
Ford,Edge,2011,13,34191,2630.076923076923,5.0,Diesel,Automatic,Fair,2,3,Black,Sedan,0,38.0,17540,17540.0,Mid-Range,Economy,0.5971520440973817,0.40284795590261835,780,0.09433962264150944,1.0,Dataset1_Kaggle_Style
Ford,Mustang,2020,4,27903,6975.75,1.4,Hybrid,Automatic,Excellent,4,3,Silver,SUV,0,46.8,27139,27139.0,Premium,Mid-Market,0.22766726429323547,0.7723327357067645,902,0.031818181818181815,1.0,Dataset1_Kaggle_Style
Honda,Pilot,2007,17,156200,9188.235294117647,3.0,Diesel,Automatic,Excellent,4,3,Gray,Coupe,0,34.0,15469,15469.0,Mid-Range,Economy,0.6872991166184883,0.3127008833815117,660,0.05263157894736842,1.0,Dataset1_Kaggle_Style
Volkswagen,Atlas,2020,4,12086,3021.5,3.5,Petrol,Automatic,Fair,2,0,White,Coupe,0,28.0,34437,34437.0,Premium,Mid-Market,0.18851473949619435,0.8114852605038056,1104,0.07954545454545454,1.0,Dataset1_Kaggle_Style
Audi,A3,2012,12,36352,3029.3333333333335,1.0,Petrol,Automatic,Poor,1,4,Red,Wagon,1,40.0,14463,14463.0,Mid-Range,Economy,0.6239762889010217,0.37602371109897825,810,0.019230769230769232,1.0,Dataset1_Kaggle_Style
Hyundai,Elantra,2016,8,66593,8324.125,1.2,Petrol,Manual,Excellent,4,3,Gray,Convertible,0,41.2,18573,18573.0,Mid-Range,Economy,0.46278888149712205,0.537211118502878,662,0.025,1.0,Dataset1_Kaggle_Style
Ford,Mustang,2007,17,40691,2393.5882352941176,2.7,Diesel,Automatic,Fair,2,3,Blue,Wagon,0,34.6,10233,10233.0,Mid-Range,Economy,0.7686568851310108,0.23134311486898917,642,0.04736842105263158,1.0,Dataset1_Kaggle_Style
Hyundai,Santa Fe,2021,3,132268,44089.333333333336,2.4,Petrol,Automatic,Fair,2,2,Black,Coupe,0,27.4,18677,18677.0,Mid-Range,Economy,0.24314138671637553,0.7568586132836245,1060,0.05581395348837209,1.0,Dataset1_Kaggle_Style
Toyota,Camry,2022,2,23738,11869.0,3.0,Petrol,Automatic,Excellent,4,5,White,SUV,0,21.0,36595,36595.0,Premium,Mid-Market,0.0985343022539722,0.9014656977460278,1188,0.07142857142857142,1.0,Dataset1_Kaggle_Style
Audi,A4,2015,9,31150,3461.1111111111113,3.5,Petrol,Manual,Good,3,1,Black,Wagon,1,23.0,41996,41996.0,Premium,Luxury,0.3000200013334222,0.6999799986665778,1138,0.07142857142857142,1.0,Dataset1_Kaggle_Style
BMW,X1,2008,16,4634,289.625,5.0,Electric,Automatic,Fair,2,1,Gray,Wagon,1,137.0,46666,46666.0,Premium,Luxury,0.4067831083314265,0.5932168916685735,1170,0.08928571428571429,1.0,Dataset1_Kaggle_Style
BMW,5 Series,2020,4,46952,11738.0,5.0,Diesel,Manual,Fair,2,0,Red,Wagon,1,37.0,49628,49628.0,Premium,Luxury,0.13882140626084538,0.8611785937391546,1872,0.11363636363636363,1.0,Dataset1_Kaggle_Style
Nissan,Titan,2021,3,16998,5666.0,1.6,Hybrid,Automatic,Good,3,1,Gray,Convertible,0,52.2,33307,33307.0,Premium,Mid-Market,0.15264456712544838,0.8473554328745516,979,0.037209302325581395,1.0,Dataset1_Kaggle_Style
Nissan,Rogue,2013,11,8736,794.1818181818181,1.6,Diesel,Automatic,Excellent,4,4,Gray,Convertible,0,36.8,25233,25233.0,Premium,Mid-Market,0.46577604640823156,0.5342239535917684,576,0.03137254901960784,1.0,Dataset1_Kaggle_Style
Nissan,Pathfinder,2010,14,39321,2808.6428571428573,2.4,Petrol,Automatic,Good,3,2,Green,SUV,0,29.4,18729,18729.0,Mid-Range,Economy,0.5991996404802158,0.4008003595197842,624,0.044444444444444446,1.0,Dataset1_Kaggle_Style
Ford,Explorer,2006,18,37997,2110.9444444444443,1.0,Petrol,Manual,Fair,2,0,Black,SUV,0,38.0,8748,8748.0,Budget,Budget,0.8045052292839904,0.19549477071600962,540,0.017241379310344827,1.0,Dataset1_Kaggle_Style
Chevrolet,Silverado,2013,11,3945,358.6363636363636,3.5,Petrol,Automatic,Good,3,1,Red,SUV,0,29.0,24296,24296.0,Mid-Range,Mid-Market,0.47520304129946433,0.5247969587005357,690,0.06862745098039216,1.0,Dataset1_Kaggle_Style
Honda,Civic,2010,14,59902,4278.714285714285,5.0,Petrol,Automatic,Excellent,4,1,Black,Wagon,0,22.0,27033,27033.0,Premium,Mid-Market,0.5087856377082841,0.4912143622917159,780,0.09259259259259259,1.0,Dataset1_Kaggle_Style
Toyota,Sienna,2007,17,48878,2875.176470588235,3.0,Hybrid,Automatic,Fair,2,5,Red,SUV,0,46.0,14906,14906.0,Mid-Range,Economy,0.695211221527011,0.304788778472989,660,0.05263157894736842,1.0,Dataset1_Kaggle_Style
Toyota,Prius,2010,14,10475,748.2142857142857,1.2,Petrol,Automatic,Good,3,2,Green,Convertible,0,33.2,21038,21038.0,Mid-Range,Mid-Market,0.5709857661405441,0.4290142338594559,552,0.022222222222222223,1.0,Dataset1_Kaggle_Style
BMW,7 Series,2011,13,31690,2437.6923076923076,1.0,Petrol,Automatic,Fair,2,0,Brown,Coupe,1,36.0,26837,26837.0,Premium,Mid-Market,0.49207941404697464,0.5079205859530254,810,0.018867924528301886,1.0,Dataset1_Kaggle_Style
Ford,F-150,2005,19,63705,3352.8947368421054,2.4,Petrol,Automatic,Fair,2,2,Silver,SUV,0,30.4,9359,9359.0,Budget,Budget,0.8023818070482907,0.19761819295170935,624,0.04067796610169491,1.0,Dataset1_Kaggle_Style
Volkswagen,Beetle,2005,19,37691,1983.7368421052631,2.0,Petrol,Automatic,Fair,2,0,Silver,Hatchback,0,31.0,11578,11578.0,Mid-Range,Economy,0.7664689983460405,0.23353100165395946,600,0.03389830508474576,1.0,Dataset1_Kaggle_Style
Audi,Q7,2009,15,25166,1677.7333333333333,5.0,Diesel,Automatic,Poor,1,1,Green,Convertible,1,33.0,36668,36668.0,Premium,Luxury,0.4499910001799964,0.5500089998200036,1170,0.09090909090909091,1.0,Dataset1_Kaggle_Style
Nissan,Sentra,2010,14,19455,1389.642857142857,1.4,Petrol,Manual,Poor,1,2,Green,Sedan,0,35.4,7737,7737.0,Budget,Budget,0.7835016929233007,0.21649830707669926,564,0.025925925925925925,1.0,Dataset1_Kaggle_Style
Chevrolet,Equinox,2017,7,47130,6732.857142857143,1.0,Petrol,Automatic,Good,3,2,Green,Coupe,0,34.0,18171,18171.0,Mid-Range,Economy,0.4351745360728606,0.5648254639271394,701,0.02127659574468085,1.0,Dataset1_Kaggle_Style
Audi,A6,2006,18,139933,7774.055555555556,5.0,Petrol,Automatic,Fair,2,4,Brown,Convertible,1,19.0,25338,25338.0,Premium,Mid-Market,0.5869118654015455,0.4130881345984545,1170,0.08620689655172414,1.0,Dataset1_Kaggle_Style
Honda,Pilot,2019,5,55698,11139.6,1.8,Petrol,Automatic,Good,3,5,Green,SUV,0,27.8,22494,22494.0,Mid-Range,Mid-Market,0.3077491229149997,0.6922508770850003,882,0.04,1.0,Dataset1_Kaggle_Style
Nissan,Altima,2019,5,3884,776.8,3.5,Petrol,Manual,Good,3,2,Silver,Wagon,0,28.0,24140,24140.0,Mid-Range,Mid-Market,0.29291154071470415,0.7070884592852958,1035,0.07777777777777778,1.0,Dataset1_Kaggle_Style
